wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q11899858,http://www.wikidata.org/entity/Q11899858,contemporary witchcraft,various traditions of witchcraft practiced in the present day,entity,philosophy and religion,religion,cultural agnostic,"1930s introductions, contemporary history, neopagan witchcraft, wicca",religion,,,various traditions of witchcraft practiced in the present day,7.0,4.0,Neopagan witchcraft,129.0,7014.0
Q109459317,http://www.wikidata.org/entity/Q109459317,content creator,occupation involving creating online media content for a profession,concept,visual arts,artist,cultural agnostic,digital media,occupation,,,occupation involving creating online media content for a profession,8.0,4.0,Content creator,34.0,3240.0
Q59104,http://www.wikidata.org/entity/Q59104,continental philosophy,set of 19th- and 20th-century philosophical traditions from mainland Europe,concept,philosophy and religion,philosophy,cultural representative,"20th century in philosophy, 21st century in philosophy, contemporary philosophy, continental philosophy, critical theory, intellectual history, philosophical schools and traditions, post-structuralism, postmodernism, western culture",philosophical movement,,,set of 19th- and 20th-century philosophical traditions from mainland Europe,15.0,47.0,Continental philosophy,457.0,4017.0
Q17001943,http://www.wikidata.org/entity/Q17001943,continuator,writer who creates a new work based on someone else's prior text,concept,literature,writer,cultural agnostic,"fan fiction, narrative forms",,,,writer who creates a new work based on someone else's prior text,5.0,1.0,Continuator,10.0,857.0
Q2944747,http://www.wikidata.org/entity/Q2944747,Continuing Anglican movement,movement of groups identifying as Anglican though not part of the Anglican Communion,entity,philosophy and religion,religious movement,cultural exclusive,"anglican church of canada, anglican denominations established in the 20th century, anglican denominations in north america, anglican denominations in south america, anglican ecclesiastical provinces, anglicanism in africa, anglicanism in canada, anglicanism in the united kingdom, anglicanism in the united states, continuing anglican denominations",religious movement,,,movement of groups identifying as Anglican though not part of the Anglican Communion,12.0,8.0,Continuing Anglican movement,117.0,3756.0
Q747339,http://www.wikidata.org/entity/Q747339,contra dance,"folk dance with mixed European origins, featuring long lines of couples",concept,performing arts,folk dance,cultural agnostic,"contra dance, country dance, folk dance, social dance",type of dance,,France,"folk dance with mixed European origins, featuring long lines of couples",34.0,21.0,Contra dance,201.0,6999.0
Q1231729,http://www.wikidata.org/entity/Q1231729,contrada of Siena,historical subdivision of the city of Siena,concept,geography,neighborhood,cultural exclusive,"cultural festivals in italy, culture of tuscany, history of siena, siena, urban quarters in italy",,Italy,,historical subdivision of the city of Siena,8.0,10.0,Contrade of Siena,107.0,3106.0
Q474122,http://www.wikidata.org/entity/Q474122,convent of San Domenico,"monastery in Fiesole, Italy",entity,history,museum,cultural exclusive,"1406 establishments in europe, 15th-century establishments in the republic of florence, buildings and structures in fiesole, dominican order in florence, dominican convents, european university institute buildings, monasteries in tuscany",monastery,Italy,,"monastery in Fiesole, Italy",33.0,7.0,"Convent of San Domenico, Fiesole",15.0,397.0
Q370330,http://www.wikidata.org/entity/Q370330,convoy,group of vehicles traveling together for mutual support and protection,concept,transportation,transport,cultural agnostic,"naval warfare, road transport, vehicle operation, water transport",,,,group of vehicles traveling together for mutual support and protection,24.0,34.0,Convoy,213.0,4689.0
Q13266,http://www.wikidata.org/entity/Q13266,cookie,baked treat,concept,food,dish,cultural agnostic,"biscuits, cookies, desserts, iranian desserts, snack foods, types of food",,,Persis,baked treat,42.0,67.0,Cookie,1137.0,4212.0
Q11080558,http://www.wikidata.org/entity/Q11080558,cooking manga,manga genre,concept,comics and anime,manga,cultural representative,"anime and manga genres, anime and manga terminology, cooking in anime and manga",manga genre,,,manga genre,6.0,12.0,Cooking manga,32.0,1490.0
Q531635,http://www.wikidata.org/entity/Q531635,Copa Argentina,football cup competition,concept,sports,recurring sporting event,cultural exclusive,"copa argentina, football competitions in argentina, national association football cups, recurring sporting events established in 1969",national association football cup,Argentina,,football cup competition,13.0,22.0,Copa Argentina,123.0,2201.0
Q16833779,http://www.wikidata.org/entity/Q16833779,Copa Studio,Brazilian animation studio,entity,comics and anime,animation studio,cultural exclusive,"animation studio stubs, brazilian animation studios, mass media companies established in 2009",animation studio,Brazil,,Brazilian animation studio,15.0,5.0,Copa Studio,20.0,323.0
Q641445,http://www.wikidata.org/entity/Q641445,Copenhagen Records,Danish record label,entity,music,record label,cultural exclusive,"companies based in copenhagen municipality, danish companies established in 2004, danish record labels, record labels based in copenhagen, record labels established in 2004",record label,Denmark,,Danish record label,22.0,7.0,Copenhagen Records,16.0,696.0
Q14499025,http://www.wikidata.org/entity/Q14499025,copyright law of Bolivia,The copyright laws in Bolivia,entity,politics,law,cultural exclusive,"bolivia politics stubs, copyright law by country, latin american law stubs, law of bolivia",law,,,The copyright laws in Bolivia,4.0,2.0,Copyright law of Bolivia,11.0,178.0
Q5169252,http://www.wikidata.org/entity/Q5169252,copyright law of Egypt,applicable legislation in Egypt with regard to copyright,entity,politics,law,cultural exclusive,"copyright law by country, egyptian intellectual property law, law of egypt",law,,,applicable legislation in Egypt with regard to copyright,4.0,4.0,Copyright law of Egypt,16.0,2020.0
Q3829820,http://www.wikidata.org/entity/Q3829820,copyright law of the European Union,European Union copyright law,entity,politics,law,cultural exclusive,"copyright law of the european union, intellectual property law of the european union",law,,,European Union copyright law,9.0,14.0,Copyright law of the European Union,70.0,4039.0
Q7079604,http://www.wikidata.org/entity/Q7079604,copyright of official texts,terms of copyright for works created by government,concept,politics,policy,cultural agnostic,"copyright law, copyright law lists, intellectual property treaties",,,,terms of copyright for works created by government,5.0,2.0,Copyright of official texts,12.0,2725.0
Q1784207,http://www.wikidata.org/entity/Q1784207,coral reef fish,fish which live amongst or in close relation to coral reefs,concept,biology,fish,cultural agnostic,"coral reefs, fish by habitat, marine fish, tropical fish",organisms known by a particular common name,,,fish which live amongst or in close relation to coral reefs,14.0,12.0,Coral reef fish,136.0,9159.0
Q1480,http://www.wikidata.org/entity/Q1480,Corazon Aquino,President of the Philippines from 1986 to 1992,entity,politics,politician,cultural representative,"1933 births, 2009 deaths, 20th-century filipino politicians, 20th-century filipino women politicians, 20th-century roman catholics, 20th-century presidents in asia, 20th-century women presidents, aquino family, ateneo de manila university alumni, burials at the manila memorial park – sucat",human,,,President of the Philippines from 1986 to 1992,111.0,104.0,Corazon Aquino,1539.0,16444.0
Q1424020,http://www.wikidata.org/entity/Q1424020,cordel literature,literary genre,entity,literature,literary genre,cultural exclusive,"book art stubs, book arts, brazil literature stubs, brazilian literature, printmaking",literary genre,Brazil,,literary genre,16.0,14.0,Cordel literature,35.0,1101.0
Q87311542,http://www.wikidata.org/entity/Q87311542,core city,largest or most important city of a metropolitan area,concept,geography,city,cultural agnostic,"cities by type, urban studies and planning terminology, urbanization",,,,largest or most important city of a metropolitan area,6.0,4.0,Core city,38.0,1446.0
Q63046,http://www.wikidata.org/entity/Q63046,Corinna May,German singer,entity,music,musician,cultural exclusive,"1970 births, 21st-century german women singers, blind musicians, eurovision song contest entrants, living people, musicians from bremen (city)",human,,,German singer,39.0,16.0,Corinna May,17.0,1332.0
Q5170775,http://www.wikidata.org/entity/Q5170775,Cork Dry Gin,Irish gin,entity,food,drink,cultural representative,"gins, irish distillers brands, pernod ricard brands",drink,,,Irish gin,5.0,2.0,Cork Dry Gin,14.0,944.0
Q5719298,http://www.wikidata.org/entity/Q5719298,corn silk,agricultural term,entity,food,ingredient,cultural agnostic,maize,term,,,agricultural term,9.0,9.0,Corn silk,67.0,1349.0
Q96173,http://www.wikidata.org/entity/Q96173,Cornelia Sollfrank,German cyberfeminist artist,entity,visual arts,artist,cultural exclusive,"1960 births, academy of fine arts, munich alumni, alumni of the university of dundee, german digital artists, german feminists, living people, postmodern artists, university of fine arts of hamburg alumni, women digital artists",human,,,German cyberfeminist artist,50.0,8.0,Cornelia Sollfrank,6.0,416.0
